experiment_id,filename,run_index,algorithm,level_R,level_G,level_B,source
IMG_0012,12084.jpg,1,MO-BDA-EHHO-VC,5,37,28,E4_MO_equal_weight_compromise
IMG_0012,12084.jpg,2,BDA-EHHO-VC-Calibrated,132,2,59,E4_singleobjective_attained_solution
IMG_0012,12084.jpg,2,BEHHO-VC-Calibrated,97,2,5,E4_singleobjective_attained_solution
IMG_0012,12084.jpg,2,HHO-VC,51,2,5,E4_singleobjective_attained_solution
IMG_0012,12084.jpg,2,EHHO-VC,100,2,5,E4_singleobjective_attained_solution
IMG_0012,12084.jpg,2,MO-BDA-EHHO-VC,68,5,4,E4_MO_equal_weight_compromise
IMG_0012,12084.jpg,3,BEHHO-VC-Calibrated,168,9,200,E4_singleobjective_attained_solution
IMG_0012,12084.jpg,3,BDA-EHHO-VC-Calibrated,175,24,157,E4_singleobjective_attained_solution
IMG_0012,12084.jpg,3,EHHO-VC,72,48,205,E4_singleobjective_attained_solution
IMG_0012,12084.jpg,3,HHO-VC,72,48,204,E4_singleobjective_attained_solution
IMG_0012,12084.jpg,3,MO-BDA-EHHO-VC,34,2,4,E4_MO_equal_weight_compromise
IMG_0012,12084.jpg,4,BEHHO-VC-Calibrated,247,187,175,E4_singleobjective_attained_solution
IMG_0012,12084.jpg,4,EHHO-VC,227,3,210,E4_singleobjective_attained_solution
IMG_0012,12084.jpg,4,BDA-EHHO-VC-Calibrated,251,3,225,E4_singleobjective_attained_solution
IMG_0012,12084.jpg,4,HHO-VC,246,6,228,E4_singleobjective_attained_solution
IMG_0012,12084.jpg,4,MO-BDA-EHHO-VC,23,9,32,E4_MO_equal_weight_compromise
IMG_0012,12084.jpg,5,BEHHO-VC-Calibrated,8,128,244,E4_singleobjective_attained_solution
IMG_0012,12084.jpg,5,BDA-EHHO-VC-Calibrated,16,164,255,E4_singleobjective_attained_solution
IMG_0012,12084.jpg,5,HHO-VC,17,13,250,E4_singleobjective_attained_solution
IMG_0012,12084.jpg,5,EHHO-VC,17,13,255,E4_singleobjective_attained_solution
IMG_0012,12084.jpg,5,MO-BDA-EHHO-VC,52,12,37,E4_MO_equal_weight_compromise
IMG_0013,123074.jpg,1,BDA-EHHO-VC-Calibrated,4,32,243,E4_singleobjective_attained_solution
IMG_0013,123074.jpg,1,EHHO-VC,255,64,212,E4_singleobjective_attained_solution
IMG_0013,123074.jpg,1,BEHHO-VC-Calibrated,254,255,237,E4_singleobjective_attained_solution
IMG_0013,123074.jpg,1,HHO-VC,255,33,212,E4_singleobjective_attained_solution
IMG_0013,123074.jpg,1,MO-BDA-EHHO-VC,15,132,22,E4_MO_equal_weight_compromise
IMG_0013,123074.jpg,2,HHO-VC,21,109,99,E4_singleobjective_attained_solution
IMG_0013,123074.jpg,2,EHHO-VC,21,109,99,E4_singleobjective_attained_solution
IMG_0013,123074.jpg,2,BDA-EHHO-VC-Calibrated,18,20,217,E4_singleobjective_attained_solution
IMG_0013,123074.jpg,2,BEHHO-VC-Calibrated,20,109,8,E4_singleobjective_attained_solution
IMG_0013,123074.jpg,2,MO-BDA-EHHO-VC,3,134,18,E4_MO_equal_weight_compromise
IMG_0013,123074.jpg,3,HHO-VC,3,5,5,E4_singleobjective_attained_solution
IMG_0013,123074.jpg,3,BDA-EHHO-VC-Calibrated,2,10,32,E4_singleobjective_attained_solution
IMG_0013,123074.jpg,3,EHHO-VC,3,7,10,E4_singleobjective_attained_solution
IMG_0013,123074.jpg,3,BEHHO-VC-Calibrated,4,9,64,E4_singleobjective_attained_solution
IMG_0013,123074.jpg,3,MO-BDA-EHHO-VC,24,144,65,E4_MO_equal_weight_compromise
IMG_0013,123074.jpg,4,EHHO-VC,232,69,2,E4_singleobjective_attained_solution
IMG_0013,123074.jpg,4,BDA-EHHO-VC-Calibrated,239,9,2,E4_singleobjective_attained_solution
IMG_0013,123074.jpg,4,HHO-VC,217,64,2,E4_singleobjective_attained_solution
IMG_0013,123074.jpg,4,BEHHO-VC-Calibrated,32,239,2,E4_singleobjective_attained_solution
IMG_0013,123074.jpg,4,MO-BDA-EHHO-VC,116,16,97,E4_MO_equal_weight_compromise
IMG_0013,123074.jpg,5,BEHHO-VC-Calibrated,38,40,71,E4_singleobjective_attained_solution
IMG_0013,123074.jpg,5,BDA-EHHO-VC-Calibrated,12,26,26,E4_singleobjective_attained_solution
IMG_0013,123074.jpg,5,EHHO-VC,12,72,65,E4_singleobjective_attained_solution
IMG_0013,123074.jpg,5,HHO-VC,15,96,86,E4_singleobjective_attained_solution
IMG_0013,123074.jpg,5,MO-BDA-EHHO-VC,10,9,34,E4_MO_equal_weight_compromise
IMG_0014,126007.jpg,1,BEHHO-VC-Calibrated,2,220,10,E4_singleobjective_attained_solution
IMG_0014,126007.jpg,1,BDA-EHHO-VC-Calibrated,4,146,89,E4_singleobjective_attained_solution
IMG_0014,126007.jpg,1,EHHO-VC,2,108,2,E4_singleobjective_attained_solution
IMG_0014,126007.jpg,1,HHO-VC,2,108,2,E4_singleobjective_attained_solution
IMG_0014,126007.jpg,1,MO-BDA-EHHO-VC,43,244,6,E4_MO_equal_weight_compromise
IMG_0014,126007.jpg,2,BEHHO-VC-Calibrated,201,192,28,E4_singleobjective_attained_solution
IMG_0014,126007.jpg,2,BDA-EHHO-VC-Calibrated,198,245,150,E4_singleobjective_attained_solution
IMG_0014,126007.jpg,2,HHO-VC,199,213,28,E4_singleobjective_attained_solution
IMG_0014,126007.jpg,2,EHHO-VC,200,215,33,E4_singleobjective_attained_solution
IMG_0014,126007.jpg,2,MO-BDA-EHHO-VC,62,13,56,E4_MO_equal_weight_compromise
IMG_0014,126007.jpg,3,BDA-EHHO-VC-Calibrated,2,102,193,E4_singleobjective_attained_solution
IMG_0014,126007.jpg,3,HHO-VC,2,101,2,E4_singleobjective_attained_solution
IMG_0014,126007.jpg,3,EHHO-VC,2,150,2,E4_singleobjective_attained_solution
IMG_0014,126007.jpg,3,BEHHO-VC-Calibrated,2,136,2,E4_singleobjective_attained_solution
IMG_0014,126007.jpg,3,MO-BDA-EHHO-VC,2,20,64,E4_MO_equal_weight_compromise
IMG_0014,126007.jpg,4,EHHO-VC,240,249,182,E4_singleobjective_attained_solution
IMG_0014,126007.jpg,4,BDA-EHHO-VC-Calibrated,3,154,44,E4_singleobjective_attained_solution
IMG_0014,126007.jpg,4,BEHHO-VC-Calibrated,239,255,247,E4_singleobjective_attained_solution
IMG_0014,126007.jpg,4,HHO-VC,242,254,187,E4_singleobjective_attained_solution
IMG_0014,126007.jpg,4,MO-BDA-EHHO-VC,64,64,48,E4_MO_equal_weight_compromise
IMG_0014,126007.jpg,5,HHO-VC,212,27,104,E4_singleobjective_attained_solution
IMG_0014,126007.jpg,5,EHHO-VC,212,27,104,E4_singleobjective_attained_solution
IMG_0014,126007.jpg,5,BEHHO-VC-Calibrated,210,82,2,E4_singleobjective_attained_solution
IMG_0014,126007.jpg,5,BDA-EHHO-VC-Calibrated,238,102,85,E4_singleobjective_attained_solution
IMG_0014,126007.jpg,5,MO-BDA-EHHO-VC,12,42,140,E4_MO_equal_weight_compromise
IMG_0015,130026.jpg,1,HHO-VC,182,158,90,E4_singleobjective_attained_solution
IMG_0015,130026.jpg,1,BDA-EHHO-VC-Calibrated,2,206,96,E4_singleobjective_attained_solution
IMG_0015,130026.jpg,1,BEHHO-VC-Calibrated,18,164,96,E4_singleobjective_attained_solution
IMG_0015,130026.jpg,1,EHHO-VC,178,155,90,E4_singleobjective_attained_solution
IMG_0015,130026.jpg,1,MO-BDA-EHHO-VC,15,35,53,E4_MO_equal_weight_compromise
IMG_0015,130026.jpg,2,EHHO-VC,214,140,50,E4_singleobjective_attained_solution
IMG_0015,130026.jpg,2,HHO-VC,214,140,50,E4_singleobjective_attained_solution
IMG_0015,130026.jpg,2,BEHHO-VC-Calibrated,81,11,29,E4_singleobjective_attained_solution
IMG_0015,130026.jpg,2,BDA-EHHO-VC-Calibrated,196,56,50,E4_singleobjective_attained_solution
IMG_0015,130026.jpg,2,MO-BDA-EHHO-VC,5,6,38,E4_MO_equal_weight_compromise
IMG_0015,130026.jpg,3,HHO-VC,161,255,254,E4_singleobjective_attained_solution
IMG_0015,130026.jpg,3,EHHO-VC,160,255,254,E4_singleobjective_attained_solution
IMG_0015,130026.jpg,3,BEHHO-VC-Calibrated,132,241,249,E4_singleobjective_attained_solution
IMG_0015,130026.jpg,3,BDA-EHHO-VC-Calibrated,6,239,254,E4_singleobjective_attained_solution
IMG_0015,130026.jpg,3,MO-BDA-EHHO-VC,23,39,34,E4_MO_equal_weight_compromise
IMG_0015,130026.jpg,4,BDA-EHHO-VC-Calibrated,12,2,66,E4_singleobjective_attained_solution
IMG_0015,130026.jpg,4,EHHO-VC,4,2,2,E4_singleobjective_attained_solution
IMG_0015,130026.jpg,4,BEHHO-VC-Calibrated,251,158,173,E4_singleobjective_attained_solution
IMG_0015,130026.jpg,4,HHO-VC,248,250,250,E4_singleobjective_attained_solution
IMG_0015,130026.jpg,4,MO-BDA-EHHO-VC,41,6,6,E4_MO_equal_weight_compromise
IMG_0015,130026.jpg,5,EHHO-VC,10,54,101,E4_singleobjective_attained_solution
IMG_0015,130026.jpg,5,BEHHO-VC-Calibrated,102,145,28,E4_singleobjective_attained_solution
IMG_0015,130026.jpg,5,HHO-VC,9,54,100,E4_singleobjective_attained_solution
IMG_0015,130026.jpg,5,BDA-EHHO-VC-Calibrated,9,6,37,E4_singleobjective_attained_solution
IMG_0015,130026.jpg,5,MO-BDA-EHHO-VC,8,59,42,E4_MO_equal_weight_compromise
IMG_0016,134035.jpg,1,BDA-EHHO-VC-Calibrated,21,254,197,E4_singleobjective_attained_solution
IMG_0016,134035.jpg,1,EHHO-VC,194,255,255,E4_singleobjective_attained_solution
IMG_0016,134035.jpg,1,HHO-VC,90,255,255,E4_singleobjective_attained_solution
IMG_0016,134035.jpg,1,BEHHO-VC-Calibrated,191,255,255,E4_singleobjective_attained_solution
IMG_0016,134035.jpg,1,MO-BDA-EHHO-VC,15,16,2,E4_MO_equal_weight_compromise
IMG_0016,134035.jpg,2,HHO-VC,2,32,14,E4_singleobjective_attained_solution
IMG_0016,134035.jpg,2,BEHHO-VC-Calibrated,136,48,4,E4_singleobjective_attained_solution
IMG_0016,134035.jpg,2,EHHO-VC,6,64,32,E4_singleobjective_attained_solution
IMG_0016,134035.jpg,2,BDA-EHHO-VC-Calibrated,138,64,9,E4_singleobjective_attained_solution
IMG_0016,134035.jpg,2,MO-BDA-EHHO-VC,6,29,67,E4_MO_equal_weight_compromise
IMG_0016,134035.jpg,3,BDA-EHHO-VC-Calibrated,25,4,214,E4_singleobjective_attained_solution
IMG_0016,134035.jpg,3,BEHHO-VC-Calibrated,23,4,9,E4_singleobjective_attained_solution
IMG_0016,134035.jpg,3,HHO-VC,2,2,9,E4_singleobjective_attained_solution
IMG_0016,134035.jpg,3,EHHO-VC,6,4,9,E4_singleobjective_attained_solution
IMG_0016,134035.jpg,3,MO-BDA-EHHO-VC,3,12,19,E4_MO_equal_weight_compromise
IMG_0016,134035.jpg,4,EHHO-VC,2,3,5,E4_singleobjective_attained_solution
IMG_0016,134035.jpg,4,BEHHO-VC-Calibrated,2,3,212,E4_singleobjective_attained_solution
IMG_0016,134035.jpg,4,HHO-VC,2,3,5,E4_singleobjective_attained_solution
IMG_0016,134035.jpg,4,BDA-EHHO-VC-Calibrated,2,95,205,E4_singleobjective_attained_solution
IMG_0016,134035.jpg,4,MO-BDA-EHHO-VC,12,2,33,E4_MO_equal_weight_compromise
IMG_0016,134035.jpg,5,BDA-EHHO-VC-Calibrated,2,231,192,E4_singleobjective_attained_solution
IMG_0016,134035.jpg,5,HHO-VC,225,253,13,E4_singleobjective_attained_solution
IMG_0016,134035.jpg,5,BEHHO-VC-Calibrated,2,4,32,E4_singleobjective_attained_solution
IMG_0016,134035.jpg,5,EHHO-VC,203,232,13,E4_singleobjective_attained_solution
IMG_0016,134035.jpg,5,MO-BDA-EHHO-VC,66,12,68,E4_MO_equal_weight_compromise
IMG_0017,14037.jpg,1,HHO-VC,3,178,66,E4_singleobjective_attained_solution
IMG_0017,14037.jpg,1,BDA-EHHO-VC-Calibrated,3,73,112,E4_singleobjective_attained_solution
IMG_0017,14037.jpg,1,BEHHO-VC-Calibrated,2,17,6,E4_singleobjective_attained_solution
IMG_0017,14037.jpg,1,EHHO-VC,3,218,66,E4_singleobjective_attained_solution
IMG_0017,14037.jpg,1,MO-BDA-EHHO-VC,48,5,4,E4_MO_equal_weight_compromise
IMG_0017,14037.jpg,2,HHO-VC,252,52,11,E4_singleobjective_attained_solution
IMG_0017,14037.jpg,2,BDA-EHHO-VC-Calibrated,4,233,11,E4_singleobjective_attained_solution
IMG_0017,14037.jpg,2,BEHHO-VC-Calibrated,4,34,2,E4_singleobjective_attained_solution
IMG_0017,14037.jpg,2,EHHO-VC,4,2,2,E4_singleobjective_attained_solution
IMG_0017,14037.jpg,2,MO-BDA-EHHO-VC,21,6,24,E4_MO_equal_weight_compromise
IMG_0017,14037.jpg,3,HHO-VC,2,4,95,E4_singleobjective_attained_solution
IMG_0017,14037.jpg,3,BDA-EHHO-VC-Calibrated,168,4,41,E4_singleobjective_attained_solution
IMG_0017,14037.jpg,3,BEHHO-VC-Calibrated,210,4,20,E4_singleobjective_attained_solution
IMG_0017,14037.jpg,3,EHHO-VC,2,4,70,E4_singleobjective_attained_solution
IMG_0017,14037.jpg,3,MO-BDA-EHHO-VC,9,8,10,E4_MO_equal_weight_compromise
IMG_0017,14037.jpg,4,BEHHO-VC-Calibrated,2,32,2,E4_singleobjective_attained_solution
IMG_0017,14037.jpg,4,EHHO-VC,3,2,3,E4_singleobjective_attained_solution
IMG_0017,14037.jpg,4,BDA-EHHO-VC-Calibrated,2,60,2,E4_singleobjective_attained_solution
IMG_0017,14037.jpg,4,HHO-VC,3,2,3,E4_singleobjective_attained_solution
IMG_0017,14037.jpg,4,MO-BDA-EHHO-VC,6,2,10,E4_MO_equal_weight_compromise
IMG_0017,14037.jpg,5,BDA-EHHO-VC-Calibrated,6,2,34,E4_singleobjective_attained_solution
IMG_0017,14037.jpg,5,BEHHO-VC-Calibrated,33,2,2,E4_singleobjective_attained_solution
IMG_0017,14037.jpg,5,EHHO-VC,6,196,214,E4_singleobjective_attained_solution
IMG_0017,14037.jpg,5,HHO-VC,6,193,210,E4_singleobjective_attained_solution
IMG_0017,14037.jpg,5,MO-BDA-EHHO-VC,4,10,6,E4_MO_equal_weight_compromise
IMG_0018,143090.jpg,1,BEHHO-VC-Calibrated,18,40,240,E4_singleobjective_attained_solution
IMG_0018,143090.jpg,1,BDA-EHHO-VC-Calibrated,66,11,248,E4_singleobjective_attained_solution
IMG_0018,143090.jpg,1,EHHO-VC,37,75,255,E4_singleobjective_attained_solution
IMG_0018,143090.jpg,1,HHO-VC,37,75,255,E4_singleobjective_attained_solution
IMG_0018,143090.jpg,1,MO-BDA-EHHO-VC,8,65,36,E4_MO_equal_weight_compromise
IMG_0018,143090.jpg,2,BDA-EHHO-VC-Calibrated,2,18,129,E4_singleobjective_attained_solution
IMG_0018,143090.jpg,2,HHO-VC,2,77,190,E4_singleobjective_attained_solution
IMG_0018,143090.jpg,2,EHHO-VC,2,64,139,E4_singleobjective_attained_solution
IMG_0018,143090.jpg,2,BEHHO-VC-Calibrated,2,20,212,E4_singleobjective_attained_solution
IMG_0018,143090.jpg,2,MO-BDA-EHHO-VC,2,34,19,E4_MO_equal_weight_compromise
IMG_0018,143090.jpg,3,BEHHO-VC-Calibrated,225,83,80,E4_singleobjective_attained_solution
IMG_0018,143090.jpg,3,HHO-VC,12,2,41,E4_singleobjective_attained_solution
IMG_0018,143090.jpg,3,BDA-EHHO-VC-Calibrated,24,7,6,E4_singleobjective_attained_solution
IMG_0018,143090.jpg,3,EHHO-VC,12,2,67,E4_singleobjective_attained_solution
IMG_0018,143090.jpg,3,MO-BDA-EHHO-VC,34,19,18,E4_MO_equal_weight_compromise
IMG_0018,143090.jpg,4,BDA-EHHO-VC-Calibrated,79,10,2,E4_singleobjective_attained_solution
IMG_0018,143090.jpg,4,EHHO-VC,42,2,2,E4_singleobjective_attained_solution
IMG_0018,143090.jpg,4,HHO-VC,42,2,2,E4_singleobjective_attained_solution
IMG_0018,143090.jpg,4,BEHHO-VC-Calibrated,49,2,2,E4_singleobjective_attained_solution
IMG_0018,143090.jpg,4,MO-BDA-EHHO-VC,91,10,68,E4_MO_equal_weight_compromise
IMG_0018,143090.jpg,5,BDA-EHHO-VC-Calibrated,136,7,181,E4_singleobjective_attained_solution
IMG_0018,143090.jpg,5,EHHO-VC,229,65,156,E4_singleobjective_attained_solution
IMG_0018,143090.jpg,5,HHO-VC,216,65,155,E4_singleobjective_attained_solution
IMG_0018,143090.jpg,5,BEHHO-VC-Calibrated,2,19,131,E4_singleobjective_attained_solution
IMG_0018,143090.jpg,5,MO-BDA-EHHO-VC,9,48,142,E4_MO_equal_weight_compromise
IMG_0019,145086.jpg,1,BDA-EHHO-VC-Calibrated,128,53,7,E4_singleobjective_attained_solution
IMG_0019,145086.jpg,1,EHHO-VC,195,47,118,E4_singleobjective_attained_solution
IMG_0019,145086.jpg,1,BEHHO-VC-Calibrated,168,56,32,E4_singleobjective_attained_solution
IMG_0019,145086.jpg,1,HHO-VC,216,47,139,E4_singleobjective_attained_solution
IMG_0019,145086.jpg,1,MO-BDA-EHHO-VC,28,15,45,E4_MO_equal_weight_compromise
IMG_0019,145086.jpg,2,BEHHO-VC-Calibrated,113,248,12,E4_singleobjective_attained_solution
IMG_0019,145086.jpg,2,BDA-EHHO-VC-Calibrated,97,224,46,E4_singleobjective_attained_solution
IMG_0019,145086.jpg,2,HHO-VC,253,214,52,E4_singleobjective_attained_solution
IMG_0019,145086.jpg,2,EHHO-VC,253,214,52,E4_singleobjective_attained_solution
IMG_0019,145086.jpg,2,MO-BDA-EHHO-VC,12,32,5,E4_MO_equal_weight_compromise
IMG_0019,145086.jpg,3,BEHHO-VC-Calibrated,37,2,64,E4_singleobjective_attained_solution
IMG_0019,145086.jpg,3,BDA-EHHO-VC-Calibrated,205,3,150,E4_singleobjective_attained_solution
IMG_0019,145086.jpg,3,EHHO-VC,47,2,8,E4_singleobjective_attained_solution
IMG_0019,145086.jpg,3,HHO-VC,51,2,8,E4_singleobjective_attained_solution
IMG_0019,145086.jpg,3,MO-BDA-EHHO-VC,28,33,58,E4_MO_equal_weight_compromise
IMG_0019,145086.jpg,4,HHO-VC,232,30,171,E4_singleobjective_attained_solution
IMG_0019,145086.jpg,4,BDA-EHHO-VC-Calibrated,3,73,155,E4_singleobjective_attained_solution
IMG_0019,145086.jpg,4,BEHHO-VC-Calibrated,2,229,184,E4_singleobjective_attained_solution
IMG_0019,145086.jpg,4,EHHO-VC,206,26,150,E4_singleobjective_attained_solution
IMG_0019,145086.jpg,4,MO-BDA-EHHO-VC,19,5,180,E4_MO_equal_weight_compromise
IMG_0019,145086.jpg,5,HHO-VC,9,200,86,E4_singleobjective_attained_solution
IMG_0019,145086.jpg,5,BDA-EHHO-VC-Calibrated,96,3,129,E4_singleobjective_attained_solution
IMG_0019,145086.jpg,5,EHHO-VC,9,197,95,E4_singleobjective_attained_solution
IMG_0019,145086.jpg,5,BEHHO-VC-Calibrated,114,2,77,E4_singleobjective_attained_solution
IMG_0019,145086.jpg,5,MO-BDA-EHHO-VC,210,64,31,E4_MO_equal_weight_compromise
IMG_0020,147091.jpg,1,HHO-VC,57,95,255,E4_singleobjective_attained_solution
IMG_0020,147091.jpg,1,BDA-EHHO-VC-Calibrated,20,242,233,E4_singleobjective_attained_solution
IMG_0020,147091.jpg,1,EHHO-VC,57,95,254,E4_singleobjective_attained_solution
IMG_0020,147091.jpg,1,BEHHO-VC-Calibrated,20,47,252,E4_singleobjective_attained_solution
IMG_0020,147091.jpg,1,MO-BDA-EHHO-VC,24,18,34,E4_MO_equal_weight_compromise
IMG_0020,147091.jpg,2,HHO-VC,118,12,15,E4_singleobjective_attained_solution
IMG_0020,147091.jpg,2,BDA-EHHO-VC-Calibrated,200,123,16,E4_singleobjective_attained_solution
IMG_0020,147091.jpg,2,EHHO-VC,155,97,74,E4_singleobjective_attained_solution
IMG_0020,147091.jpg,2,BEHHO-VC-Calibrated,192,6,16,E4_singleobjective_attained_solution
IMG_0020,147091.jpg,2,MO-BDA-EHHO-VC,2,18,42,E4_MO_equal_weight_compromise
IMG_0020,147091.jpg,3,BEHHO-VC-Calibrated,94,2,244,E4_singleobjective_attained_solution
IMG_0020,147091.jpg,3,EHHO-VC,104,2,182,E4_singleobjective_attained_solution
IMG_0020,147091.jpg,3,BDA-EHHO-VC-Calibrated,134,2,250,E4_singleobjective_attained_solution
IMG_0020,147091.jpg,3,HHO-VC,104,2,186,E4_singleobjective_attained_solution
IMG_0020,147091.jpg,3,MO-BDA-EHHO-VC,32,26,10,E4_MO_equal_weight_compromise
IMG_0020,147091.jpg,4,BEHHO-VC-Calibrated,2,208,2,E4_singleobjective_attained_solution
IMG_0020,147091.jpg,4,BDA-EHHO-VC-Calibrated,40,213,243,E4_singleobjective_attained_solution
IMG_0020,147091.jpg,4,HHO-VC,164,216,224,E4_singleobjective_attained_solution
IMG_0020,147091.jpg,4,EHHO-VC,165,213,218,E4_singleobjective_attained_solution
IMG_0020,147091.jpg,4,MO-BDA-EHHO-VC,2,5,28,E4_MO_equal_weight_compromise
IMG_0020,147091.jpg,5,HHO-VC,124,199,93,E4_singleobjective_attained_solution
IMG_0020,147091.jpg,5,BEHHO-VC-Calibrated,128,52,108,E4_singleobjective_attained_solution
IMG_0020,147091.jpg,5,EHHO-VC,124,198,91,E4_singleobjective_attained_solution
IMG_0020,147091.jpg,5,BDA-EHHO-VC-Calibrated,124,35,105,E4_singleobjective_attained_solution
IMG_0020,147091.jpg,5,MO-BDA-EHHO-VC,18,18,16,E4_MO_equal_weight_compromise
IMG_0021,148026.jpg,1,HHO-VC,141,3,149,E4_singleobjective_attained_solution
IMG_0021,148026.jpg,1,BEHHO-VC-Calibrated,16,2,136,E4_singleobjective_attained_solution
IMG_0021,148026.jpg,1,EHHO-VC,142,3,149,E4_singleobjective_attained_solution
IMG_0021,148026.jpg,1,BDA-EHHO-VC-Calibrated,27,3,232,E4_singleobjective_attained_solution
IMG_0021,148026.jpg,1,MO-BDA-EHHO-VC,16,16,16,E4_MO_equal_weight_compromise
IMG_0021,148026.jpg,2,BDA-EHHO-VC-Calibrated,32,8,58,E4_singleobjective_attained_solution
IMG_0021,148026.jpg,2,EHHO-VC,8,2,2,E4_singleobjective_attained_solution
IMG_0021,148026.jpg,2,HHO-VC,142,82,9,E4_singleobjective_attained_solution
IMG_0021,148026.jpg,2,BEHHO-VC-Calibrated,24,2,9,E4_singleobjective_attained_solution
IMG_0021,148026.jpg,2,MO-BDA-EHHO-VC,62,2,54,E4_MO_equal_weight_compromise
IMG_0021,148026.jpg,3,EHHO-VC,2,2,2,E4_singleobjective_attained_solution
IMG_0021,148026.jpg,3,BEHHO-VC-Calibrated,239,245,157,E4_singleobjective_attained_solution
IMG_0021,148026.jpg,3,BDA-EHHO-VC-Calibrated,52,253,2,E4_singleobjective_attained_solution
IMG_0021,148026.jpg,3,HHO-VC,2,2,2,E4_singleobjective_attained_solution
IMG_0021,148026.jpg,3,MO-BDA-EHHO-VC,16,16,32,E4_MO_equal_weight_compromise
IMG_0021,148026.jpg,4,BEHHO-VC-Calibrated,20,140,220,E4_singleobjective_attained_solution
IMG_0021,148026.jpg,4,EHHO-VC,20,83,179,E4_singleobjective_attained_solution
IMG_0021,148026.jpg,4,BDA-EHHO-VC-Calibrated,229,134,181,E4_singleobjective_attained_solution
IMG_0021,148026.jpg,4,HHO-VC,20,83,178,E4_singleobjective_attained_solution
IMG_0021,148026.jpg,4,MO-BDA-EHHO-VC,41,38,13,E4_MO_equal_weight_compromise
IMG_0021,148026.jpg,5,BDA-EHHO-VC-Calibrated,245,227,47,E4_singleobjective_attained_solution
IMG_0021,148026.jpg,5,EHHO-VC,130,53,25,E4_singleobjective_attained_solution
IMG_0021,148026.jpg,5,HHO-VC,120,52,25,E4_singleobjective_attained_solution
IMG_0021,148026.jpg,5,BEHHO-VC-Calibrated,52,37,198,E4_singleobjective_attained_solution
IMG_0021,148026.jpg,5,MO-BDA-EHHO-VC,42,84,4,E4_MO_equal_weight_compromise
IMG_0022,148089.jpg,1,HHO-VC,156,189,152,E4_singleobjective_attained_solution
IMG_0022,148089.jpg,1,BDA-EHHO-VC-Calibrated,21,195,158,E4_singleobjective_attained_solution
IMG_0022,148089.jpg,1,EHHO-VC,157,192,152,E4_singleobjective_attained_solution
IMG_0022,148089.jpg,1,BEHHO-VC-Calibrated,8,68,145,E4_singleobjective_attained_solution
IMG_0022,148089.jpg,1,MO-BDA-EHHO-VC,5,32,24,E4_MO_equal_weight_compromise
IMG_0022,148089.jpg,2,EHHO-VC,242,153,252,E4_singleobjective_attained_solution
IMG_0022,148089.jpg,2,BEHHO-VC-Calibrated,132,90,236,E4_singleobjective_attained_solution
IMG_0022,148089.jpg,2,HHO-VC,171,152,239,E4_singleobjective_attained_solution
IMG_0022,148089.jpg,2,BDA-EHHO-VC-Calibrated,225,153,252,E4_singleobjective_attained_solution
IMG_0022,148089.jpg,2,MO-BDA-EHHO-VC,20,26,16,E4_MO_equal_weight_compromise
IMG_0022,148089.jpg,3,HHO-VC,199,253,63,E4_singleobjective_attained_solution
IMG_0022,148089.jpg,3,EHHO-VC,199,253,63,E4_singleobjective_attained_solution
IMG_0022,148089.jpg,3,BDA-EHHO-VC-Calibrated,237,163,63,E4_singleobjective_attained_solution
IMG_0022,148089.jpg,3,BEHHO-VC-Calibrated,243,231,63,E4_singleobjective_attained_solution
IMG_0022,148089.jpg,3,MO-BDA-EHHO-VC,27,11,22,E4_MO_equal_weight_compromise
IMG_0022,148089.jpg,4,BDA-EHHO-VC-Calibrated,2,230,60,E4_singleobjective_attained_solution
IMG_0022,148089.jpg,4,BEHHO-VC-Calibrated,2,162,34,E4_singleobjective_attained_solution
IMG_0022,148089.jpg,4,EHHO-VC,150,233,34,E4_singleobjective_attained_solution
IMG_0022,148089.jpg,4,HHO-VC,148,220,34,E4_singleobjective_attained_solution
IMG_0022,148089.jpg,4,MO-BDA-EHHO-VC,44,12,21,E4_MO_equal_weight_compromise
IMG_0022,148089.jpg,5,BEHHO-VC-Calibrated,2,64,225,E4_singleobjective_attained_solution
IMG_0022,148089.jpg,5,EHHO-VC,2,2,2,E4_singleobjective_attained_solution
IMG_0022,148089.jpg,5,BDA-EHHO-VC-Calibrated,3,6,255,E4_singleobjective_attained_solution
